Parent Tree Number,Vegetation Code,Parent Tree Reg Status Code,Local Number,Active Ind,Tested Ind,Breeding Program Ind,Selection Date,BC Source Ind,Client Number,Client Locn Code,Natural Selection Type Code,Geographic Location,Latitude Degrees,Latitude Minutes,Latitude Seconds,Longitude Degrees,Longitude Minutes,Longitude Seconds,Seed Plan Zone Code,Elevation, Selection Age,BGC Zone Code,BGC Subzone Code,BGC Variant,Breeding Selection Type Code,Female Parent Parent Tree Number,Male Parent Parent Tree Number,Parent Tree Comment
"199","PLI","APP","SK96","Y","Y","N","1971-10-08","Y","00005581","00","PT","RASBERRY H","56","7","0","124","13","0","FIN","686","174","SBS","","","","","",""
"200","PLI","APP","SK97","Y","Y","N","1971-10-08","Y","00005581","00","PT","RASBERRY H","56","7","0","124","13","0","FIN","701","162","SBS","","","","","",""
"201","PLI","APP","SK98","N","N","N","1971-10-08","Y","00005581","00","PT","RASBERRY H","56","8","0","124","13","0","FIN","686","193","SBS","","","","","",""
"202","PLI","APP","SK99","N","N","N","1971-10-08","Y","00005581","00","PT","RASBERRY H","56","8","0","124","13","0","FIN","686","234","SBS","","","","","",""
"203","PLI","APP","SK100","N","N","N","1971-10-08","Y","00005581","00","PT","RASBERRY H","56","7","0","124","17","0","FIN","732","186","SBS","","","","","",""
"204","PLI","APP","SK101","N","N","N","1971-10-20","Y","00005581","00","PT","WILLMS L","52","30","0","122","15","0","CT","939","92","SBS","","","","","",""
"205","PLI","APP","SK102","N","N","N","1971-10-28","Y","00005581","00","PT","WILLMS L","52","25","0","122","15","0","BB","914","92","SBS","","","","","",""
"206","PLI","APP","SK103","N","N","N","1971-10-20","Y","00005581","00","PT","WILLMS L","52","20","0","122","10","0","BB","884","111","SBS","","","","","",""
"207","PLI","APP","SK104","N","N","N","1971-10-28","Y","00005581","00","PT","WILLMS L","52","20","0","122","5","0","BB","866","82","SBS","","","","","",""
"208","PLI","APP","SK105","N","N","N","1971-10-20","Y","00005581","00","PT","WILLMS L","52","30","0","122","15","0","CT","939","92","SBS","","","","","",""
"209","PLI","APP","SK106","N","N","N","1971-11-23","Y","00005581","00","PT","HEDLEY","49","18","0","120","10","0","TOA","1478","94","","","","","","",""
"210","PLI","APP","SK107","N","N","N","1971-11-23","Y","00005581","00","PT","HEDLEY","49","18","0","120","10","0","TOA","1463","94","","","","","","",""
"212","PLI","APP","PG1","Y","Y","Y","1975-08-19","Y","00012797","09","PT","SPRUCE C","53","43","0","121","45","0","MGR","792","140","SBS","","","","","",""
"213","PLI","APP","PG2","Y","Y","Y","1975-08-19","Y","00012797","09","PT","TUMUCH RD","53","43","0","121","44","0","MGR","868","143","SBS","","","","","",""
"214","PLI","APP","PG3","Y","Y","Y","1975-08-21","Y","00012797","09","PT","SPRUCE C","53","43","0","121","45","0","MGR","838","145","","","","","","",""
"215","PLI","APP","PG4","Y","Y","Y","1975-08-21","Y","00012797","09","PT","BATEMAN RD","53","45","0","121","45","0","MGR","792","120","SBS","","","","","",""
"216","PLI","APP","PGPG5","Y","Y","Y","1975-08-21","Y","00012797","09","PT","BOWRON ACC","53","46","0","121","44","0","MGR","792","150","SBS","","","","","",""
"217","PLI","APP","PG6","Y","Y","Y","1975-08-21","Y","00012797","09","PT","BOWRON ACC","53","47","0","121","44","0","MGR","792","130","SBS","","","","","",""
"218","PLI","APP","PG7","Y","Y","Y","1975-08-21","Y","00012797","09","PT","GRIZZLY CR","53","48","0","121","45","0","MGR","807","225","SBS","","","","","",""
"219","PLI","APP","PG8","Y","Y","Y","1975-08-21","Y","00012797","09","PT","BOWRON ACC","53","49","0","121","47","0","MRB","792","125","SBS","","","","","",""
"220","PLI","APP","PG9","Y","Y","Y","1975-08-21","Y","00012797","09","PT","BOWRON ACC","53","50","0","121","48","0","MRB","868","140","SBS","","","","","",""
"221","PLI","APP","PG10","Y","Y","Y","1975-08-21","Y","00012797","09","PT","BOWRON ACC","53","54","0","121","49","0","MRB","823","155","SBS","","","","","",""
"222","PLI","APP","PG9","Y","Y","Y","1975-08-22","Y","00012797","09","PT","WILLOW R B","53","53","0","122","16","0","MGR","807","105","SBS","","","","","",""
"223","PLI","APP","PG11","Y","Y","Y","1975-08-22","Y","00012797","09","PT","GRIZZLY L","53","44","0","122","11","0","MIC","914","200","SBS","","","","","",""
"224","PLI","APP","PG13","Y","Y","Y","1975-08-22","Y","00012797","09","PT","GRIZZLY L","53","45","0","122","17","0","MGR","868","45","SBS","","","","","",""
"225","PLI","APP","PG14","Y","Y","Y","1975-08-22","Y","00012797","09","PT","WILLOW R R","53","50","0","122","14","0","MGR","762","116","SBS","","","","","",""
"226","PLI","APP","PG15","Y","Y","Y","1975-08-26","Y","00012797","09","PT","WILLOW R R","53","52","0","122","15","0","MGR","762","120","SBS","","","","","",""
"227","PLI","APP","PG16","Y","Y","Y","1975-08-22","Y","00012797","09","PT","WILLOW ACC","53","45","0","122","22","0","MGR","884","43","SBS","","","","","",""
"228","PLI","APP","PG17","Y","Y","Y","1975-09-02","Y","00012797","09","PT","BEAVER L R","53","49","0","122","5","0","MGR","1112","230","SBS","","","","","",""
"229","PLI","APP","PG18","Y","Y","Y","1975-09-02","Y","00012797","09","PT","BEAVER L R","53","50","0","122","6","0","MGR","777","130","SBS","","","","","",""
"230","PLI","APP","PG19","Y","Y","Y","1975-09-02","Y","00012797","09","PT","COAL MINE","53","48","0","121","53","0","MGR","732","120","SBS","","","","","",""
"231","PLI","APP","PG19","Y","Y","Y","1975-09-02","Y","00012797","09","PT","COAL MINE","53","50","0","121","56","0","MGR","762","130","SBS","","","","","",""
"232","PLI","APP","PG20A","Y","Y","Y","1975-09-02","Y","00012797","09","PT","COAL MINE","53","50","0","121","56","0","MGR","762","140","SBS","","","","","",""
"233","PLI","APP","PG21","Y","Y","Y","1975-09-03","Y","00012797","09","PT","COAL MINE","53","51","0","122","1","0","MGR","823","119","SBS","","","","","",""
"234","PLI","APP","PG22","Y","Y","Y","1975-09-03","Y","00012797","09","PT","COAL MINE","53","51","0","122","3","0","MGR","762","130","SBS","","","","","",""
"235","PLI","APP","PG23","Y","Y","Y","1975-09-03","Y","00012797","09","PT","COAL MINE","53","48","0","122","9","0","MGR","777","240","SBS","","","","","",""
"236","PLI","APP","PG24","Y","Y","Y","1975-09-03","Y","00012797","09","PT","STONE C","53","37","0","122","36","0","MGR","823","100","SBS","","","","","",""
"237","PLI","APP","PG24A","Y","Y","Y","1975-09-03","Y","00012797","09","PT","STONE C","53","37","0","122","36","0","MGR","823","97","SBS","","","","","",""
"238","PLI","APP","PG25","Y","Y","Y","1975-09-03","Y","00012797","09","PT","STONE C","53","39","0","122","25","0","MGR","1006","100","SBS","","","","","",""
"239","PLI","APP","PG26","Y","Y","Y","1975-10-17","Y","00012797","09","PT","STONE C","53","40","0","122","25","0","MGR","1036","102","SBS","","","","","",""
"240","PLI","APP","PG27","Y","Y","Y","1975-09-05","Y","00012797","09","PT","STONE C R","53","41","0","122","23","0","MGR","1043","140","SBS","","","","","",""
"241","PLI","APP","PG28","Y","N","N","1975-09-05","Y","00012797","09","PT","WILLOW ACC","53","43","0","122","23","0","MGR","1036","50","SBS","","","","","",""
"242","PLI","APP","PG29","Y","Y","Y","1975-09-05","Y","00012797","09","PT","WILLOW ACC","53","44","0","122","22","0","MGR","975","42","SBS","","","","","",""
"243","PLI","APP","PG30","Y","Y","Y","1975-09-05","Y","00012797","09","PT","WILLOW ACC","53","44","0","122","21","0","MGR","914","43","SBS","","","","","",""
"244","PLI","APP","PG31","Y","Y","Y","1975-09-05","Y","00012797","09","PT","WILLOW ACC","53","45","0","122","21","0","MGR","823","200","SBS","","","","","",""
"245","PLI","APP","PG32","Y","N","N","1975-09-05","Y","00012797","09","PT","WILLOW ACC","53","43","0","122","16","0","MGR","1036","110","SBS","","","","","",""
"246","PLI","APP","PG33","Y","Y","Y","1975-09-05","Y","00012797","09","PT","THURSDAY C","53","42","0","122","14","0","MGR","884","100","SBS","","","","","",""
"247","PLI","APP","PG34","Y","Y","Y","1975-09-05","Y","00012797","09","PT","THURSDAY C","53","42","0","122","16","0","MGR","975","183","SBS","","","","","",""
"248","PLI","APP","PG35","Y","Y","Y","1975-09-06","Y","00012797","09","PT","WILLOW ACC","53","43","0","122","12","0","MGR","823","120","SBS","","","","","",""
"249","PLI","APP","PG35A","Y","Y","Y","1975-09-10","Y","00012797","09","PT","THURSDAY C","53","43","0","122","13","0","MGR","823","125","SBS","","","","","",""
"250","PLI","APP","PG36","Y","Y","Y","1975-09-10","Y","00012797","09","PT","WILLOW ACC","53","42","0","122","11","0","MGR","823","100","SBS","","","","","",""
"251","PLI","APP","PG37","N","N","N","1975-09-10","Y","00012797","09","PT","GEORGE C","53","38","0","122","14","0","MGR","1067","160","SBS","","","","","",""
"252","PLI","APP","PG38","Y","Y","Y","1975-09-10","Y","00012797","09","PT","WILLOW ACC","53","38","0","122","9","0","MGR","853","180","SBS","","","","","",""
"253","PLI","APP","PG39","Y","Y","Y","1975-09-10","Y","00012797","09","PT","WILLOW ACC","53","37","0","122","8","0","MGR","853","55","SBS","","","","","",""
"254","PLI","APP","PG40","Y","Y","Y","1975-09-10","Y","00012797","09","PT","WILLOW ACC","53","35","0","122","7","0","MGR","853","52","SBS","","","","","",""
"255","PLI","APP","PG41","Y","Y","Y","1975-09-10","Y","00012797","09","PT","NAVER C","53","28","0","122","13","0","NCH","975","200","SBS","","","","","",""
"256","PLI","APP","PG42","Y","Y","Y","1975-09-10","Y","00012797","09","PT","MURGSON L","53","31","0","122","14","0","NCH","1036","115","SBS","","","","","",""
"257","PLI","APP","PG42A","Y","Y","Y","1975-09-10","Y","00012797","09","PT","MURGSON L","53","31","0","122","14","0","NCH","1036","118","SBS","","","","","",""
"258","PLI","APP","PG43","Y","Y","Y","1975-09-10","Y","00012797","09","PT","NAVER C","53","30","0","122","8","0","MGR","945","72","SBS","","","","","",""
"259","PLI","APP","PG44","Y","Y","Y","1975-09-11","Y","00012797","09","PT","NAVER C","53","30","0","122","8","0","MGR","1128","70","SBS","","","","","",""
"260","PLI","APP","PG45","Y","Y","Y","1975-09-11","Y","00012797","09","PT","NAVER C R","53","32","0","122","7","0","MGR","945","60","SBS","","","","","",""
"261","PLI","APP","PG46","Y","Y","Y","1975-09-11","Y","00012797","09","PT","NAVER C R","53","35","0","122","7","0","MGR","823","52","SBS","","","","","",""
"262","PLI","APP","PG47","Y","Y","Y","1975-09-11","Y","00012797","09","PT","PITONEY L","53","38","0","122","5","0","MGR","914","110","SBS","","","","","",""
"263","PLI","APP","PG48","Y","Y","Y","1975-09-11","Y","00012797","09","PT","PITONEY L","53","39","0","122","7","0","MGR","914","109","SBS","","","","","",""
"264","PLI","APP","PG49","Y","Y","Y","1975-09-11","Y","00012797","09","PT","PITONEY L","53","40","0","122","9","0","MGR","914","190","SBS","","","","","",""
"265","PLI","APP","PG50","Y","Y","Y","1975-09-11","Y","00012797","09","PT","PITONEY L","53","40","0","122","10","0","MGR","823","108","SBS","","","","","",""
"266","PLI","APP","PG50A","Y","Y","Y","1975-09-12","Y","00012797","09","PT","PITONEY L","53","40","0","122","10","0","MGR","823","100","SBS","","","","","",""
"267","PLI","APP","PG51","Y","Y","Y","1975-09-12","Y","00012797","09","PT","PITONEY C","53","41","0","122","11","0","MGR","792","98","SBS","","","","","",""
"268","PLI","APP","PG52","Y","Y","Y","1975-09-12","Y","00012797","09","PT","PITONEY L","53","38","0","122","3","0","MGR","945","150","SBS","","","","","",""
"269","PLI","APP","PG53","Y","Y","Y","1975-09-12","Y","00012797","09","PT","PITONEY L","53","38","0","122","3","0","MGR","945","153","SBS","","","","","",""
"270","PLI","APP","PG54","Y","Y","Y","1975-09-12","Y","00012797","09","PT","PITONEY L","53","36","0","122","1","0","MGR","1067","150","SBS","","","","","",""
"271","PLI","APP","PG55","N","N","N","1975-09-12","Y","00012797","09","PT","PITONEY L","53","35","0","121","59","0","MGR","914","130","SBS","","","","","",""
"272","PLI","APP","PG56","Y","Y","Y","1975-09-16","Y","00012797","09","PT","WILLOW R B","53","28","0","121","58","0","MGR","945","175","SBS","","","","","",""
"273","PLI","APP","PG57","N","N","N","1975-09-16","Y","00012797","09","PT","WILLOW R B","53","29","0","121","58","0","MGR","975","145","SBS","","","","","",""
"274","PLI","APP","PG58","Y","Y","Y","1975-09-16","Y","00012797","09","PT","WILLOW R B","53","28","0","121","59","0","MGR","945","145","SBS","","","","","",""
"275","PLI","APP","PG59","Y","Y","Y","1975-09-16","Y","00012797","09","PT","NAVER AC R","53","26","0","122","0","0","MGR","945","175","SBS","","","","","",""
"276","PLI","APP","PG60","Y","Y","Y","1975-09-16","Y","00012797","09","PT","GOVT","53","36","0","122","30","0","MGR","1067","99","SBS","","","","","",""
"277","PLI","APP","PG61","Y","Y","Y","1975-09-16","Y","00012797","09","PT","GOVT","53","34","0","122","30","0","MGR","1067","102","SBS","","","","","",""
"278","PLI","APP","PG62","Y","Y","Y","1975-09-16","Y","00012797","09","PT","GOVT","53","32","0","122","31","0","MGR","899","104","SBS","","","","","",""
"279","PLI","APP","PG59","Y","Y","Y","1975-09-16","Y","00012797","09","PT","NAVER AC R","53","26","0","122","0","0","MGR","945","175","SBS","","","","","",""
"280","PLI","APP","PG64","Y","Y","Y","1975-09-23","Y","00012797","09","PT","HIXON C R","53","26","0","122","33","0","NCH","762","51","SBS","","","","","",""
"281","PLI","APP","PG65","Y","Y","Y","1975-09-23","Y","00012797","09","PT","HIXON C R","53","27","0","122","30","0","NCH","792","66","SBS","","","","","",""
"282","PLI","APP","PG66","Y","Y","Y","1975-09-23","Y","00012797","09","PT","BASIN RD","53","26","0","122","29","0","NCH","807","74","SBS","","","","","",""
"283","PLI","APP","PG67","Y","Y","Y","1975-09-23","Y","00012797","09","PT","BASIN RD","53","25","0","122","30","0","NCH","823","44","SBS","","","","","",""
"284","PLI","APP","PG67A","Y","Y","Y","1975-09-25","Y","00012797","09","PT","BASIN RD","53","25","0","122","29","0","NCH","823","65","SBS","","","","","",""
"285","PLI","APP","PG68","Y","Y","Y","1975-09-25","Y","00012797","09","PT","1500 MI RD","53","25","0","122","32","0","NCH","762","53","SBS","","","","","",""
"286","PLI","APP","PG69","Y","Y","Y","1975-09-25","Y","00012797","09","PT","YARDLY L","53","21","0","122","24","0","NCH","945","175","SBS","","","","","",""
"287","PLI","APP","PG70","Y","Y","Y","1975-09-25","Y","00012797","09","PT","YARDLY L","53","19","0","122","26","0","NCH","914","60","SBS","","","","","",""
"288","PLI","APP","PG71","Y","Y","Y","1975-09-25","Y","00012797","09","PT","YARDLY L","53","22","0","122","30","0","NCH","762","60","SBS","","","","","",""
"289","PLI","APP","PG72","Y","Y","Y","1975-09-25","Y","00012797","09","PT","NAVER C","53","22","0","122","15","0","NCH","884","185","SBS","","","","","",""
"290","PLI","APP","PG73","Y","Y","Y","1975-09-26","Y","00012797","09","PT","NAVER C","53","20","0","122","16","0","NCH","884","185","SBS","","","","","",""
"291","PLI","APP","PG74","Y","Y","Y","1975-09-26","Y","00012797","09","PT","GENEVIEVE","53","17","0","122","23","0","NCH","914","50","SBS","","","","","",""
"292","PLI","APP","PG75","Y","Y","Y","1975-09-26","Y","00012797","09","PT","1000 RD","53","18","0","122","1","0","QL","975","125","SBS","","","","","",""
"293","PLI","APP","PG76","Y","Y","Y","1975-10-07","Y","00012797","09","PT","NAVER ACC","53","20","0","122","5","0","QL","914","60","SBS","","","","","",""
"294","PLI","APP","PG77","Y","Y","Y","1975-10-07","Y","00012797","09","PT","NAVER ACC","53","19","0","122","6","0","QL","914","185","SBS","","","","","",""
"295","PLI","APP","PG78","Y","Y","Y","1975-10-07","Y","00012797","09","PT","NAVER ACC","53","18","0","122","7","0","QL","1067","105","SBS","","","","","",""
"296","PLI","APP","PG79","Y","Y","Y","1975-10-08","Y","00012797","09","PT","NAVER ACC","53","20","0","122","15","0","NCH","914","165","SBS","","","","","",""
"297","PLI","APP","PG80","Y","Y","Y","1975-10-08","Y","00012797","09","PT","NAVER ACC","53","18","0","122","23","0","NCH","884","150","SBS","","","","","",""
"298","PLI","APP","PG81","Y","Y","Y","1975-10-08","Y","00012797","09","PT","NAVER ACC","53","18","0","122","28","0","NCH","762","45","SBS","","","","","",""
"299","PLI","APP","PG82","Y","Y","Y","1975-10-08","Y","00012797","09","PT","100 RD","53","22","0","122","5","0","QL","929","60","SBS","","","","","",""
"300","PLI","APP","PG83","Y","Y","Y","1975-10-08","Y","00012797","09","PT","PLEASANT V","53","11","0","121","23","0","QL","1036","71","SBS","","","","","",""
"301","PLI","APP","PG84","Y","Y","Y","1975-10-09","Y","00012797","09","PT","PLEASANT V","53","11","0","121","23","0","QL","1036","66","SBS","","","","","",""
"302","PLI","APP","PG85","N","N","N","1975-10-09","Y","00012797","09","PT","PLEASANT V","53","11","0","121","21","0","QL","1097","140","SBS","","","","","",""
"303","PLI","APP","PG86","Y","Y","Y","1975-10-09","Y","00012797","09","PT","PLEASANT V","53","10","0","121","21","0","QL","1097","52","SBS","","","","","",""
"304","PLI","APP","PG87","Y","Y","Y","1975-10-15","Y","00012797","09","PT","PLEASANT V","53","5","","121","21","0","QL","1311","75","SBS","","","","","",""
"305","PLI","APP","PG88","Y","Y","Y","1975-10-15","Y","00012797","09","PT","PLEASANT V","53","3","0","121","25","0","QL","1219","80","SBS","","","","","",""
"306","PLI","APP","PG89","N","N","N","1975-10-15","Y","00012797","09","PT","PLEASANT V","53","3","0","121","26","0","QL","1219","80","SBS","","","","","",""
"307","PLI","APP","PG90","Y","Y","Y","1975-10-15","Y","00012797","09","PT","INDIAN L","53","19","0","121","23","0","QL","1006","99","SBS","","","","","",""
"308","PLI","APP","PG91","Y","Y","Y","1976-04-22","Y","00012797","09","PT","INDIAN L","53","19","0","121","25","0","QL","990","98","SBS","","","","","",""
"309","PLI","APP","PG92","Y","Y","Y","1976-04-22","Y","00012797","09","PT","INDIAN L","53","19","0","121","27","0","QL","975","120","SBS","","","","","",""
"310","PLI","APP","PG93","Y","Y","Y","1976-05-12","Y","00012797","09","PT","BOWRON ACC","53","19","0","121","28","0","QL","945","115","SBS","","","","","",""
